location,total_sqft,bath,price,bhk,encoded_loc
Kengeri,1160.0,2,40.6,2,139
Mysore Road,1500.0,3,70.0,3,171
Others,1300.0,3,46.0,3,184
Others,2150.0,3,170.0,3,184
5th Block Hbr Layout,5100.0,5,300.0,6,5
Kadugodi,1875.0,2,110.0,3,121
Hulimavu,1260.0,2,82.0,3,108
Kengeri,2500.0,4,100.0,5,139
Begur Road,1241.0,2,64.0,2,43
Sarjapur  Road,1025.0,2,45.5,2,204
Begur,815.0,2,40.0,2,42
Kanakpura Road,2000.0,3,105.0,3,131
ITPL,8500.5,5,300.0,4,110
Sarjapur  Road,1216.0,2,70.0,2,204
Kanakpura Road,1200.0,2,62.0,2,131
Marathahalli,1026.0,2,50.18,2,165
Hulimavu,450.0,1,20.0,1,108
KR Puram,1205.0,2,45.79,2,119
Others,1368.0,2,87.0,2,184
Anekal,420.0,1,12.5,1,19
Doddakallasandra,1270.0,2,42.0,2,72
Anekal,614.0,1,28.0,2,19
Margondanahalli,1050.0,2,58.0,2,166
Yelahanka,1408.0,2,58.0,2,237
Others,1507.0,3,80.0,3,184
Others,1160.0,2,57.0,2,184
Poorna Pragna Layout,960.0,2,50.0,2,190
NGR Layout,1021.0,2,46.0,2,172
Hegde Nagar,2162.03,4,129.0,3,97
Channasandra,1065.0,2,36.0,2,60
Bannerghatta Road,1465.0,2,75.0,3,38
Marathahalli,1800.0,3,95.0,3,165
Others,1175.0,2,83.0,2,184
Sanjay nagar,1050.0,2,59.0,2,201
KR Puram,1827.0,3,97.0,3,119
Thanisandra,1930.0,4,122.0,3,219
Mysore Road,883.0,2,37.0,2,171
Kengeri,550.0,1,16.75,1,139
Kanakapura,1290.0,2,38.69,3,130
Raja Rajeshwari Nagar,1021.0,3,59.0,3,194
Whitefield,1158.0,2,55.0,2,235
Munnekollal,1200.0,2,57.9,3,169
Thanisandra,1087.0,1,38.46,1,219
EPIP Zone,2710.0,3,177.0,3,76
Kenchenahalli,1150.0,2,57.0,2,138
Yelahanka,1101.0,2,37.0,2,237
Hebbal,1252.0,2,92.0,2,95
Marathahalli,1650.0,3,85.0,3,165
Marathahalli,1270.0,2,80.0,2,165
Tumkur Road,992.0,2,70.0,2,224
Others,893.0,2,34.5,2,184
Bisuvanahalli,1075.0,2,41.49,3,50
Electronic City,1190.0,2,42.0,2,77
Sarjapur  Road,1814.0,3,63.0,3,204
Others,1400.0,3,98.0,3,184
Murugeshpalya,1344.0,2,56.0,3,170
Kanakpura Road,1843.0,3,95.0,3,131
Others,1495.0,2,70.0,3,184
Whitefield,1396.0,3,74.0,3,235
Garudachar Palya,1610.0,2,119.0,3,82
Tindlu,1050.0,2,55.0,2,223
Others,1410.0,2,43.71,3,184
Ramamurthy Nagar,1050.0,2,37.8,2,198
Kumaraswami Layout,1310.0,2,85.0,3,153
Yelahanka,1104.0,2,58.0,2,237
Hennur Road,1165.0,2,67.0,2,99
Hormavu,1310.0,2,60.0,2,103
Others,1052.0,2,52.0,2,184
Electronic City,1150.0,2,38.08,2,77
Thanisandra,2019.0,3,70.67,3,219
Varthur,986.0,2,31.0,2,227
Akshaya Nagar,1893.0,4,95.0,3,13
Gollarapalya Hosahalli,1318.0,3,56.0,3,84
Yelahanka,1325.0,2,58.0,3,237
Kereguddadahalli,800.0,2,33.0,2,141
Others,1300.0,3,42.25,3,184
Others,1300.0,2,60.0,3,184
Ulsoor,2500.0,4,170.0,4,225
Bellandur,1665.0,3,85.0,3,44
Subramanyapura,1800.0,3,80.0,3,215
Harlur,1197.0,2,75.0,2,94
Thanisandra,1241.0,2,68.0,3,219
Others,1567.0,2,62.0,3,184
Kasavanhalli,1747.0,3,110.0,3,134
Ramagondanahalli,1475.0,2,55.0,3,197
Hennur Road,980.0,2,51.0,2,99
Dasanapura,966.0,2,58.0,2,67
Others,2360.0,3,185.0,4,184
Sarjapur  Road,1112.0,2,62.0,2,204
Others,1760.0,3,90.0,3,184
Hennur,1830.0,2,113.0,3,98
Yelahanka,1175.0,2,67.77,2,237
Whitefield,1175.0,2,41.0,2,235
Horamavu Banaswadi,1025.0,2,45.0,2,102
Hennur Road,1232.0,2,80.0,2,99
5th Phase JP Nagar,1010.0,2,57.0,2,6
Sarjapur  Road,1273.0,2,60.0,2,204
Battarahalli,1590.0,2,102.0,2,41
Others,1100.0,2,58.5,2,184
Yelahanka,1322.0,2,77.9,2,237
7th Phase JP Nagar,1000.0,1,60.0,1,8
Harlur,1755.0,3,117.0,3,94
Electronic City Phase II,1135.0,2,46.0,2,78
Nagavarapalya,1260.0,2,85.5,2,177
Kanakpura Road,1100.0,2,53.0,3,131
Electronic City Phase II,1305.0,3,65.0,3,78
Others,1236.0,2,50.0,2,184
Uttarahalli,1125.0,1,45.0,2,226
KR Puram,1075.0,2,32.25,2,119
Thanisandra,2999.97,6,110.0,6,219
Kadugodi,1150.0,2,42.0,2,121
Hennur Road,1085.0,2,43.4,2,99
Thanisandra,1930.0,4,120.0,3,219
Others,800.0,1,45.0,2,184
Kumaraswami Layout,2450.0,3,110.0,4,153
Bannerghatta Road,1920.0,3,122.0,3,38
Kothannur,1085.0,2,34.2,2,149
Thanisandra,760.0,1,50.4,1,219
Sahakara Nagar,1201.0,2,80.0,2,200
Electronic City,1615.0,3,97.0,3,77
HSR Layout,1289.0,2,70.0,2,92
Kasavanhalli,1377.0,2,80.0,2,134
Thanisandra,663.0,1,32.82,1,219
Electronic City,1165.0,2,33.65,2,77
Thanisandra,1260.0,2,45.5,2,219
Others,1095.0,2,39.0,2,184
Seegehalli,1176.0,2,50.0,2,208
Whitefield,1315.0,2,55.0,2,235
NRI Layout,2400.0,2,125.0,2,173
Uttarahalli,1308.0,2,53.0,3,226
Thanisandra,3671.0,4,220.0,4,219
Hoodi,2144.0,3,140.0,3,100
Hoskote,1065.0,2,33.75,2,106
Balagere,1205.0,2,67.0,2,29
Uttarahalli,1160.0,2,40.58,2,226
Others,1200.0,3,56.53,3,184
2nd Phase Judicial Layout,1681.0,3,69.0,3,3
Bommasandra Industrial Area,1130.0,2,32.64,2,53
Kanakpura Road,1843.0,3,90.0,3,131
Bommasandra Industrial Area,1065.0,2,30.75,2,53
Thubarahalli,1885.0,3,85.52,3,221
R.T. Nagar,1500.0,2,45.0,2,192
Panathur,1210.0,2,69.0,2,187
TC Palaya,1126.0,2,39.4,2,217
Rayasandra,1357.0,2,59.0,3,199
Whitefield,1451.0,2,46.4,3,235
Hennur Road,950.0,2,55.0,2,99
Bellandur,960.0,2,48.0,2,44
Kaggalipura,2200.0,4,150.0,3,123
Kanakpura Road,900.0,2,46.29,2,131
Hosa Road,1708.0,3,64.05,4,104
Yeshwanthpur,2500.0,5,185.0,6,240
Bellandur,1690.0,2,116.0,3,44
Others,2100.0,3,145.0,5,184
Others,1269.0,2,97.0,2,184
Haralur Road,1890.0,3,84.0,3,93
Electronic City Phase II,1165.0,2,33.64,2,78
BTM Layout,1196.0,2,56.81,2,26
Old Madras Road,1630.0,3,110.0,3,183
Whitefield,1063.0,2,42.52,2,235
Others,1025.0,2,39.98,2,184
Chikkabanavar,1067.0,2,38.0,2,62
Kanakpura Road,1299.0,2,89.63,2,131
Panathur,1343.0,2,76.0,2,187
Electronics City Phase 1,1330.0,2,44.0,3,79
Mallasandra,1524.0,2,72.0,3,162
Lingadheeranahalli,2236.0,4,153.0,4,158
Domlur,2955.0,3,235.0,3,74
Balagere,1205.0,2,79.0,2,29
Thyagaraja Nagar,1270.0,2,95.25,3,222
Others,1353.0,2,110.0,3,184
Others,1200.0,2,68.0,2,184
Others,1250.0,2,70.0,3,184
Sarjapur  Road,1157.0,2,69.0,3,204
Kanakapura,1181.0,1,35.475,1,130
Yelahanka,602.0,1,33.0,1,237
Hoodi,1108.0,2,66.46,2,100
Thyagaraja Nagar,1040.0,2,68.0,2,222
Sarjapur,1451.0,2,87.0,2,203
Kanakpura Road,850.0,1,37.32,1,131
Others,900.0,2,40.0,2,184
Kudlu,720.0,1,33.0,1,151
Thanisandra,1573.0,3,115.0,3,219
Banashankari Stage III,2100.0,3,147.0,4,32
Sarjapur  Road,1150.0,2,48.5,2,204
Raja Rajeshwari Nagar,1500.0,3,88.0,3,194
Ramagondanahalli,1125.0,2,75.0,2,197
Hennur,2722.0,3,84.205,3,98
Marathahalli,1100.0,2,50.0,2,165
7th Phase JP Nagar,1572.0,2,51.0,2,8
Banaswadi,1105.0,2,57.0,2,35
Thanisandra,1110.0,2,46.5,2,219
Dasanapura,708.0,1,41.0,1,67
Sarjapur  Road,1205.0,2,37.0,2,204
5th Phase JP Nagar,1450.0,2,73.0,3,6
Others,540.0,1,22.0,1,184
Dasarahalli,1200.0,2,42.0,2,68
Kalena Agrahara,1837.0,2,95.0,3,125
Whitefield,1346.0,2,76.01,2,235
Balagere,1012.0,2,68.0,2,29
Kaggadasapura,1500.0,2,60.0,3,122
Harlur,1197.0,2,79.9,2,94
BTM 2nd Stage,1100.0,2,47.0,2,25
Others,1563.0,2,52.0,3,184
Sarjapur  Road,1600.0,3,120.0,3,204
Green Glen Layout,1715.0,3,120.0,3,86
Bannerghatta Road,2400.0,4,180.0,4,38
Ramagondanahalli,1151.0,2,42.5,2,197
Uttarahalli,1123.0,2,60.0,2,226
Whitefield,1276.0,2,69.5,2,235
Yelahanka,1315.0,2,77.0,2,237
R.T. Nagar,1325.0,2,52.0,2,192
Varthur,1600.0,3,63.2,3,227
Kodichikkanahalli,1299.0,2,58.0,2,142
Varthur,1000.0,1,65.0,2,227
Mallasandra,1100.0,2,76.3,3,162
Yelahanka,1075.0,2,33.53,3,237
Kanakpura Road,1450.0,3,51.0,3,131
Iblur Village,5515.0,6,425.0,5,111
Bellandur,950.0,1,40.0,1,44
Others,1013.0,2,60.0,2,184
Hennur Road,1140.0,2,56.0,2,99
Yelahanka,1430.0,3,61.0,3,237
Others,1600.0,3,77.0,3,184
Others,1190.0,2,48.0,2,184
Others,1625.0,3,95.0,3,184
Others,1210.0,2,53.0,2,184
Kalena Agrahara,1180.0,2,85.0,2,125
Nagasandra,1500.0,2,91.0,2,175
Bellandur,850.0,2,45.0,2,44
Kothanur,1130.0,2,55.0,2,150
CV Raman Nagar,907.0,2,38.0,2,57
HRBR Layout,1300.0,2,90.0,2,91
Hennur Road,1891.0,3,110.0,3,99
Hennur Road,1735.0,3,78.0,3,99
Bisuvanahalli,1075.0,2,33.0,3,50
Others,1572.0,5,75.0,5,184
Others,930.0,1,55.0,2,184
Devanahalli,1010.0,2,58.0,2,69
Electronic City,1221.0,2,68.0,2,77
Hoodi,1108.0,2,87.48,2,100
Sarjapur  Road,1370.0,2,70.0,2,204
Banashankari Stage V,920.0,2,41.5,2,33
Bhoganhalli,1277.0,2,79.89,2,47
Horamavu Agara,1213.0,2,38.1,2,101
Singasandra,1653.0,3,85.0,3,211
Sarjapur,2400.0,3,140.0,4,203
Electronics City Phase 1,1321.0,2,40.0,3,79
Kanakpura Road,1570.0,3,68.0,3,131
Others,1053.0,2,44.0,2,184
Others,1325.0,2,56.0,3,184
Others,1169.0,2,50.11,2,184
Badavala Nagar,1274.0,2,90.0,2,28
Whitefield,1317.0,2,52.0,2,235
Lakshminarayana Pura,1195.0,2,75.0,2,157
Whitefield,4122.0,4,137.0,4,235
Kammasandra,940.0,2,35.0,2,129
Budigere,1820.0,3,95.5,3,56
Kanakpura Road,1450.0,3,53.6,3,131
Whitefield,1615.0,3,96.9,3,235
Nagarbhavi,2200.0,2,99.0,3,174
Subramanyapura,985.0,2,62.5,2,215
Electronics City Phase 1,1116.0,2,33.0,2,79
Kaggadasapura,1105.0,2,39.5,2,122
Whitefield,1220.0,2,55.0,2,235
Hoodi,1400.0,3,74.0,3,100
Others,2400.0,3,185.0,4,184
Uttarahalli,1000.0,2,35.0,2,226
Bannerghatta Road,1660.0,3,80.0,3,38
Old Madras Road,1165.0,2,52.0,2,183
Budigere,1153.0,2,56.0,2,56
Bannerghatta Road,1270.0,2,45.0,2,38
Others,1070.0,2,38.0,2,184
Others,1427.0,2,85.0,3,184
Banashankari Stage III,1420.0,2,95.0,3,32
Kothanur,1600.0,5,130.0,4,150
Bellandur,1454.0,2,90.0,2,44
Whitefield,1116.0,2,48.76,2,235
Others,1062.0,2,50.0,2,184
Others,700.0,1,25.5,1,184
JP Nagar,1405.0,2,99.0,2,113
Doddathoguru,1100.0,2,50.0,2,73
Chikka Tirupathi,2153.0,4,120.0,3,61
Ulsoor,2135.0,3,170.0,3,225
Pai Layout,1068.0,2,48.0,2,186
Doddathoguru,940.0,2,32.9,2,73
Hosa Road,1063.0,2,32.79,2,104
Brookefield,1382.0,2,84.5,2,55
Harlur,936.0,2,45.0,2,94
KR Puram,1400.0,2,60.0,3,119
Sarjapur  Road,475.0,1,26.0,1,204
Kudlu,1162.0,2,52.0,2,151
Hosa Road,1161.0,2,48.75,2,104
Green Glen Layout,1623.29,2,105.0,3,86
Brookefield,1260.0,2,70.0,2,55
Seegehalli,3000.0,4,240.0,3,208
Murugeshpalya,1500.0,2,70.0,3,170
Budigere,1030.0,1,34.545,1,56
Nagarbhavi,1100.0,2,46.2,2,174
Whitefield,1400.0,2,56.0,3,235
Ramagondanahalli,2257.0,3,155.0,3,197
Budigere,1153.0,2,56.5,2,56
Sarjapur  Road,1197.0,2,56.86,2,204
Others,1150.0,2,90.0,2,184
Others,595.0,1,40.0,1,184
Hoodi,1837.0,3,110.0,3,100
Others,3750.0,4,190.0,4,184
Bellandur,1830.0,3,91.86,3,44
Electronic City,970.0,2,35.0,2,77
NRI Layout,2700.0,5,95.75,4,173
Others,5480.0,4,400.0,3,184
Vidyaranyapura,2400.0,5,135.0,4,230
Sarjapur  Road,3040.0,4,135.0,4,204
Raja Rajeshwari Nagar,1168.0,2,66.0,2,194
Others,1500.0,3,75.0,3,184
ITPL,850.0,2,25.4,2,110
Ramamurthy Nagar,935.0,2,39.0,2,198
Doddaballapur,654.0,1,49.0,1,71
Kaggalipura,950.0,2,60.0,2,123
Others,1250.0,3,54.0,3,184
Others,1425.0,2,65.0,3,184
Uttarahalli,1165.0,1,42.09,2,226
Kathriguppe,1390.0,2,69.49,3,136
Kalena Agrahara,1510.0,3,78.0,3,125
Thanisandra,1305.0,2,90.0,2,219
Kodigehaali,866.0,2,32.0,2,143
Hulimavu,1231.0,2,84.5,2,108
Sompura,1360.0,2,45.0,3,213
Yeshwanthpur,2500.0,3,138.0,3,240
Whitefield,1140.0,2,55.0,2,235
Whitefield,1295.0,2,64.5,2,235
Hormavu,1020.0,2,45.75,2,103
Old Airport Road,3504.0,4,262.0,4,182
Others,1200.0,1,50.0,2,184
Vidyaranyapura,1100.0,2,41.0,2,230
Kothannur,820.0,2,37.0,2,149
Kalena Agrahara,1354.0,2,70.0,2,125
Garudachar Palya,1154.0,2,51.8,2,82
7th Phase JP Nagar,1680.0,2,92.0,3,8
Electronics City Phase 1,1205.0,2,60.0,2,79
Raja Rajeshwari Nagar,1400.0,2,86.0,3,194
Electronic City,1500.0,3,73.0,3,77
Bannerghatta Road,1520.0,2,80.0,3,38
Others,1300.0,3,65.0,2,184
Others,1150.0,2,47.0,2,184
Kadugodi,1762.0,3,109.0,3,121
Budigere,1153.0,2,58.0,2,56
Sompura,1350.0,2,47.0,3,213
Billekahalli,950.0,2,56.0,2,48
Others,1515.0,3,80.5,3,184
Yelahanka,1355.0,2,51.5,3,237
Others,1115.0,3,39.14,3,184
8th Phase JP Nagar,1275.0,3,45.0,3,9
BTM Layout,1470.0,2,99.0,3,26
Bannerghatta Road,1270.0,2,73.0,3,38
Kudlu Gate,1320.0,2,50.0,3,152
Others,2505.0,3,165.0,3,184
Whitefield,1200.0,2,70.0,2,235
Others,1705.0,2,86.96,3,184
Electronic City,995.0,2,48.0,2,77
Horamavu Banaswadi,1081.0,2,52.0,2,102
Sonnenahalli,605.0,1,30.24,1,214
Yelahanka,567.0,1,25.0,1,237
Banashankari Stage VI,2110.5,2,70.385,3,34
Green Glen Layout,1715.0,3,105.0,3,86
Bannerghatta Road,1846.0,3,120.0,3,38
Whitefield,1015.0,2,56.0,2,235
Thanisandra,1100.0,2,36.0,2,219
Thanisandra,1965.0,4,125.0,3,219
NGR Layout,1021.0,2,45.9,2,172
Haralur Road,1230.0,2,67.65,2,93
Uttarahalli,1260.0,2,55.0,2,226
Lingadheeranahalli,1894.0,4,114.0,3,158
Sector 2 HSR Layout,1231.0,2,66.0,2,206
R.T. Nagar,1800.0,3,120.0,4,192
Others,1650.0,3,135.0,3,184
Begur,1443.0,2,70.0,3,42
Others,925.0,2,68.0,2,184
Others,1190.0,2,46.41,2,184
Uttarahalli,1284.0,2,53.36,2,226
Chikkalasandra,1325.0,2,59.0,2,63
Others,1750.0,3,100.0,3,184
Others,747.0,1,27.0,1,184
Electronic City,1342.0,2,90.0,2,77
Others,1113.0,2,52.0,2,184
Brookefield,1206.0,2,90.0,2,55
Hebbal,1162.0,2,59.0,2,95
Others,3500.0,6,115.0,6,184
Uttarahalli,1150.0,2,45.99,2,226
Chikkalasandra,1290.0,2,72.0,2,63
Thubarahalli,3408.0,5,145.0,4,221
Sanjay nagar,1150.0,2,70.0,2,201
Yeshwanthpur,1160.0,2,64.08,2,240
Lingadheeranahalli,2240.0,4,160.0,4,158
Electronics City Phase 1,891.0,2,26.0,2,79
Ambedkar Nagar,1852.0,3,125.0,3,15
Chandapura,1323.0,2,42.0,3,59
Vittasandra,1404.0,2,67.5,2,234
Dodda Nekkundi,1370.0,2,60.0,2,70
Gollarapalya Hosahalli,1129.0,2,50.0,2,84
Mahalakshmi Layout,1876.0,3,150.0,3,161
Others,1720.0,3,95.0,3,184
Jalahalli East,1200.0,4,80.0,4,116
Mysore Road,1175.0,2,86.68,2,171
Hosa Road,1893.0,3,130.0,3,104
Whitefield,1430.0,3,52.0,3,235
Others,850.0,2,45.0,2,184
CV Raman Nagar,1392.0,2,110.0,2,57
Kanakpura Road,1938.0,3,105.0,3,131
Others,1020.0,2,52.0,2,184
Konanakunte,1423.0,2,85.0,3,147
Jakkur,1432.0,2,85.0,2,114
CV Raman Nagar,1480.0,3,65.0,3,57
Hulimavu,1916.0,2,150.0,3,108
Yelenahalli,1160.0,2,44.08,2,239
Old Madras Road,2640.0,2,170.0,2,183
Bommanahalli,1160.0,2,53.0,2,51
Ramagondanahalli,1500.0,3,100.0,3,197
Electronic City Phase II,1336.0,2,50.35,3,78
Choodasandra,1065.0,2,46.0,2,64
Rachenahalli,1550.0,3,68.5,3,193
Others,1005.0,2,40.0,2,184
7th Phase JP Nagar,1430.0,2,102.0,3,8
Hoodi,1660.0,3,125.0,3,100
Hennur Road,1470.0,2,75.0,3,99
Anjanapura,950.0,2,30.0,2,20
Doddathoguru,1382.0,3,65.0,3,73
BTM 2nd Stage,930.0,2,46.0,2,25
Others,1290.0,2,71.95,2,184
Whitefield,1010.0,2,45.0,3,235
Brookefield,3050.0,4,130.0,4,55
Dodda Nekkundi,1200.0,2,71.0,2,70
Budigere,1636.0,3,88.0,3,56
Budigere,1153.0,2,56.55,2,56
Hegde Nagar,2087.01,4,160.0,3,97
LB Shastri Nagar,1200.0,2,47.0,2,155
HSR Layout,1844.0,3,89.0,3,92
Hosa Road,1572.0,3,110.0,3,104
Begur Road,1215.0,2,43.75,2,43
Sarjapur  Road,1194.0,2,57.0,2,204
Others,1220.0,2,52.0,2,184
Others,3150.0,4,150.0,4,184
Bommasandra,955.0,2,37.97,2,52
Others,2000.0,5,75.0,5,184
Magadi Road,884.0,2,48.0,2,159
Kathriguppe,1250.0,2,68.75,2,136
Harlur,2990.0,4,225.0,4,94
Bellandur,1195.0,2,52.0,2,44
Sarjapur  Road,984.0,2,45.75,2,204
Bommasandra,1089.0,2,40.0,2,52
Hennur Road,1165.0,2,52.0,2,99
Hennur,1482.0,3,110.0,3,98
Ramamurthy Nagar,1200.0,2,68.0,2,198
Hormavu,1166.0,2,34.97,3,103
Chikkalasandra,1275.0,2,55.46,3,63
Mico Layout,1140.0,2,43.0,2,168
Others,720.0,1,28.0,1,184
Others,1100.0,2,90.0,2,184
Ramamurthy Nagar,540.0,1,35.0,1,198
Rachenahalli,1550.0,2,73.5,3,193
Others,1220.0,2,60.0,2,184
Doddathoguru,964.0,2,62.0,2,73
Others,1500.0,3,50.0,3,184
Sarjapur  Road,1347.0,2,44.0,3,204
Others,5000.0,5,250.0,4,184
Bannerghatta Road,3000.0,4,140.0,4,38
Bannerghatta,1120.0,2,42.5,2,37
Others,600.0,1,22.8,1,184
Whitefield,2321.0,4,157.0,3,235
Others,540.0,1,24.0,1,184
Hebbal,1150.0,2,57.0,2,95
Sonnenahalli,1484.0,3,75.0,3,214
Ramagondanahalli,1680.0,2,68.0,3,197
Others,1650.0,3,78.0,3,184
Others,1250.0,3,44.0,3,184
Sarjapur  Road,1105.0,2,40.0,2,204
Vidyaranyapura,1200.0,2,60.5,2,230
Old Airport Road,1055.0,2,75.0,2,182
Hosa Road,1541.0,3,69.61,3,104
Harlur,1370.0,2,88.0,2,94
Whitefield,1224.0,2,75.0,2,235
Yeshwanthpur,1676.0,3,92.13,3,240
Others,1154.0,2,57.0,2,184
Kanakpura Road,1610.0,3,78.5,3,131
Others,1057.0,2,42.0,2,184
Raja Rajeshwari Nagar,1157.0,2,65.0,2,194
Others,1200.0,4,85.0,4,184
Others,980.0,2,35.0,2,184
Sarjapur  Road,1140.0,2,40.0,2,204
Raja Rajeshwari Nagar,1206.0,2,40.7,2,194
Electronic City Phase II,575.0,1,16.75,1,78
Horamavu Agara,1300.0,2,52.0,3,101
Electronic City,1128.0,2,63.5,2,77
Electronics City Phase 1,640.0,1,45.0,1,79
Others,2400.0,3,185.0,3,184
Electronic City,589.0,1,29.0,1,77
Kundalahalli,1315.0,2,74.0,2,154
Bellandur,1435.0,2,115.0,3,44
Kadugodi,1314.0,2,80.0,2,121
Nagarbhavi,1080.0,2,49.0,2,174
Mysore Road,1082.0,2,45.0,3,171
Jakkur,1150.0,3,65.0,3,114
Hennur Road,1052.0,2,34.72,2,99
Yelahanka,1045.0,2,45.0,2,237
Kodigehaali,1442.0,3,80.0,3,143
Kaggadasapura,1500.0,2,75.0,3,122
Hennur,1255.0,2,53.57,2,98
Others,1432.0,3,79.0,3,184
Kundalahalli,2100.0,3,150.0,3,154
Hennur Road,1450.0,2,80.0,2,99
Sarjapur  Road,1346.0,2,69.61,2,204
Electronic City Phase II,925.0,2,49.82,3,78
Dasarahalli,1160.0,2,49.0,2,68
Lingadheeranahalli,1768.0,3,81.31,3,158
Kothanur,1094.0,2,54.0,2,150
Others,1500.0,3,90.0,3,184
Gubbalala,1745.0,3,130.0,3,87
Sonnenahalli,1550.0,3,50.0,3,214
Rajiv Nagar,2340.0,5,160.0,4,196
Battarahalli,2024.0,3,103.0,3,41
Jalahalli,1575.0,4,100.0,3,115
BTM 2nd Stage,1265.0,2,55.0,3,25
Others,1100.0,2,45.0,3,184
Margondanahalli,1160.0,2,65.0,2,166
Hosa Road,615.0,1,43.08,1,104
7th Phase JP Nagar,1128.0,2,60.0,2,8
Others,1260.0,2,55.0,2,184
Bellandur,1830.0,3,89.89,3,44
Sarjapur,1525.0,2,68.0,3,203
Yelahanka,602.0,2,30.0,1,237
Hegde Nagar,1835.0,3,89.0,3,97
Kanakpura Road,1250.0,3,62.6,3,131
Murugeshpalya,1855.0,3,96.0,3,170
Sarjapur  Road,2089.0,3,148.0,3,204
Banashankari Stage VI,4800.0,3,200.0,4,34
Begur Road,1200.0,2,44.73,2,43
Sarjapur,1095.0,2,45.0,2,203
Kothanur,1170.0,3,80.0,3,150
6th Phase JP Nagar,1280.0,2,88.0,2,7
Thanisandra,1694.0,3,125.0,3,219
Electronic City,825.0,2,30.0,2,77
Sarjapur  Road,1612.0,3,98.38,3,204
Murugeshpalya,1175.0,2,75.0,2,170
Others,600.0,1,24.0,1,184
Whitefield,1740.0,3,85.0,3,235
Others,1770.0,3,99.0,3,184
Horamavu Agara,1090.0,2,46.0,2,101
Whitefield,4144.0,5,331.0,5,235
Others,1800.0,3,130.0,3,184
8th Phase JP Nagar,1046.0,2,48.0,2,9
Uttarahalli,1290.0,2,56.12,3,226
Electronic City Phase II,1065.0,2,30.76,2,78
Ambedkar Nagar,1850.0,4,121.0,3,15
Battarahalli,1097.0,2,49.0,2,41
Kalena Agrahara,1200.0,3,70.0,2,125
Varthur,2160.0,3,170.0,3,227
Anekal,1140.0,2,52.0,2,19
Thigalarapalya,1297.0,2,98.0,2,220
Padmanabhanagar,1150.0,2,50.0,2,185
Others,1375.0,2,45.0,2,184
Babusapalaya,1245.0,2,58.0,2,27
Raja Rajeshwari Nagar,1000.0,2,50.0,2,194
Others,1570.0,2,95.0,3,184
Sarjapur  Road,1290.0,2,88.0,2,204
Kudlu Gate,1200.0,2,44.4,2,152
Others,1145.0,2,44.0,2,184
Chikkabanavar,1320.0,2,46.0,3,62
Whitefield,1650.0,3,48.0,3,235
Sarjapur  Road,1371.0,2,86.0,2,204
Others,2700.0,5,150.0,5,184
Electronic City,1575.0,3,94.5,3,77
Yelahanka,1362.0,2,66.0,2,237
Haralur Road,1255.0,3,90.0,3,93
Whitefield,925.0,2,35.0,2,235
Sarjapur  Road,2140.0,3,139.0,3,204
Thubarahalli,1584.0,3,101.0,3,221
Whitefield,1175.0,2,50.0,2,235
Sarjapura - Attibele Road,1555.0,3,52.0,3,205
Dodda Nekkundi,1585.0,2,79.0,3,70
Kalena Agrahara,1354.0,2,71.0,2,125
Others,1165.0,2,45.0,2,184
Kumaraswami Layout,1200.0,3,75.0,3,153
Hebbal,1740.0,2,137.0,3,95
Others,1340.0,2,47.0,3,184
Begur Road,1583.0,3,95.23,3,43
Bannerghatta Road,1680.0,2,61.74,2,38
Thanisandra,1573.0,3,100.0,3,219
CV Raman Nagar,1227.0,2,42.88,2,57
Basavangudi,1650.0,3,125.0,3,39
Raja Rajeshwari Nagar,1485.0,2,63.0,3,194
Haralur Road,1735.0,3,97.0,3,93
Others,1684.0,3,86.0,3,184
Others,1686.0,3,77.0,3,184
Others,1654.0,3,82.0,3,184
Green Glen Layout,1600.0,3,105.0,3,86
KR Puram,1100.0,2,39.9,2,119
Bannerghatta Road,1655.0,3,95.0,3,38
Hennur,1830.0,3,121.0,3,98
Hebbal,1430.0,3,85.0,3,95
Judicial Layout,1989.0,4,155.0,3,118
Sarjapur  Road,1044.0,2,55.0,2,204
Banashankari,1426.0,3,85.0,3,30
Yelahanka,1000.0,2,29.0,2,237
Kodichikkanahalli,900.0,2,35.0,2,142
Malleshwaram,580.0,1,45.0,1,164
Munnekollal,1030.0,2,50.36,2,169
Koramangala,1910.0,4,150.0,3,148
Others,1950.0,3,132.0,3,184
Kothanur,1400.0,2,65.0,2,150
Kaggadasapura,1400.0,2,68.0,3,122
Hulimavu,1115.0,2,44.6,2,108
Bharathi Nagar,1300.0,2,55.86,2,46
Kanakpura Road,1332.0,2,108.0,2,131
Abbigere,1000.0,2,41.0,2,12
Whitefield,1200.0,3,67.75,3,235
Whitefield,2444.0,4,145.0,4,235
Sarjapur  Road,1600.0,3,85.0,3,204
Marathahalli,1196.0,2,57.95,2,165
Electronic City,1025.0,2,54.0,2,77
Others,1600.0,3,102.0,3,184
Jalahalli,2086.0,3,160.0,3,115
Old Madras Road,1165.0,2,51.42,2,183
Electronics City Phase 1,1900.0,3,85.0,3,79
Chandapura,740.0,1,22.0,2,59
Yeshwanthpur,2503.0,3,138.0,3,240
Bellandur,1260.0,2,83.5,2,44
Green Glen Layout,1717.0,3,125.0,3,86
Others,1088.0,2,46.0,2,184
Raja Rajeshwari Nagar,1335.0,2,56.0,3,194
Vidyaranyapura,1200.0,2,42.0,2,230
Garudachar Palya,1325.0,2,60.0,3,82
